Event_id,Ad_id,User_id,Date,Time,Time_of_day,Event_type,Campaign_id,Ad_platform,Ad_type,Target_gender,Target_age_group,Target_interests,campaign_id,campaign_name,start_date,end_date,total_budget,user_gender,user_age,country,location,user_interests
15736,17,722ab,05-07-2025,08:14:21,Morning,Impression,48,Instagram,Image,All,35-44,Sports,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Female,25,Germany,West Anthonytown,Art
15736,17,722ab,05-07-2025,08:14:21,Morning,Impression,48,Instagram,Image,All,35-44,Travel,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Female,25,Germany,West Anthonytown,Art
17932,70,6.30E+48,04-06-2025,20:56:41,Evening,Impression,42,Facebook,Stories,Female,18-24,Travel,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Other,16,United States,North Corystad,Art
17932,70,6.30E+48,04-06-2025,20:56:41,Evening,Impression,42,Facebook,Stories,Female,18-24,Technology,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Other,16,United States,North Corystad,Art
17932,70,6.30E+48,04-06-2025,20:56:41,Evening,Impression,42,Facebook,Stories,Female,18-24,Travel,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Other,16,United States,North Corystad,Travel
17932,70,6.30E+48,04-06-2025,20:56:41,Evening,Impression,42,Facebook,Stories,Female,18-24,Technology,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Other,16,United States,North Corystad,Travel
17932,70,6.30E+48,04-06-2025,20:56:41,Evening,Impression,42,Facebook,Stories,Female,18-24,Travel,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Other,16,United States,North Corystad,Technology
17932,70,6.30E+48,04-06-2025,20:56:41,Evening,Impression,42,Facebook,Stories,Female,18-24,Technology,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Other,16,United States,North Corystad,Technology
23436,183,604b7,01-07-2025,06:38:54,Morning,Impression,20,Instagram,Stories,All,All,Gaming,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Male,28,United Kingdom,East Shawn,News
23436,183,604b7,01-07-2025,06:38:54,Morning,Impression,20,Instagram,Stories,All,All,Gaming,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Male,28,United Kingdom,East Shawn,Photography
23436,183,604b7,01-07-2025,06:38:54,Morning,Impression,20,Instagram,Stories,All,All,Gaming,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Male,28,United Kingdom,East Shawn,Fashion
30054,58,2dba6,20-06-2025,05:37:51,Night,Impression,39,Facebook,Image,Male,18-24,Travel,39,Campaign_39_Q3,18-05-2025,27-07-2025,55638.18,Female,16,India,North James,Art
30054,58,2dba6,20-06-2025,05:37:51,Night,Impression,39,Facebook,Image,Male,18-24,Health,39,Campaign_39_Q3,18-05-2025,27-07-2025,55638.18,Female,16,India,North James,Art
30289,7,9627d,22-05-2025,21:35:04,Evening,Impression,9,Facebook,Image,Female,18-24,Fashion,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,31,United Kingdom,Carsonmouth,Sports
30289,7,9627d,22-05-2025,21:35:04,Evening,Impression,9,Facebook,Image,Female,18-24,Gaming,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,31,United Kingdom,Carsonmouth,Sports
30289,7,9627d,22-05-2025,21:35:04,Evening,Impression,9,Facebook,Image,Female,18-24,Fashion,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,31,United Kingdom,Carsonmouth,Fitness
30289,7,9627d,22-05-2025,21:35:04,Evening,Impression,9,Facebook,Image,Female,18-24,Gaming,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,31,United Kingdom,Carsonmouth,Fitness
30289,7,9627d,22-05-2025,21:35:04,Evening,Impression,9,Facebook,Image,Female,18-24,Fashion,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,31,United Kingdom,Carsonmouth,Art
30289,7,9627d,22-05-2025,21:35:04,Evening,Impression,9,Facebook,Image,Female,18-24,Gaming,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,31,United Kingdom,Carsonmouth,Art
31560,188,c2a9b,04-07-2025,07:35:49,Morning,Impression,9,Instagram,Image,Female,18-24,Sports,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,20,Mexico,Brendaland,Fitness
31560,188,c2a9b,04-07-2025,07:35:49,Morning,Impression,9,Instagram,Image,Female,18-24,Health,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,20,Mexico,Brendaland,Fitness
31560,188,c2a9b,04-07-2025,07:35:49,Morning,Impression,9,Instagram,Image,Female,18-24,Sports,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,20,Mexico,Brendaland,Lifestyle
31560,188,c2a9b,04-07-2025,07:35:49,Morning,Impression,9,Instagram,Image,Female,18-24,Health,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,20,Mexico,Brendaland,Lifestyle
47486,44,2123b,01-07-2025,01:57:21,Night,Impression,40,Facebook,Video,Female,18-24,Fashion,40,Campaign_40_Summer,04-03-2025,20-04-2025,53936.41,Female,16,United States,Laurenville,Art
47486,44,2123b,01-07-2025,01:57:21,Night,Impression,40,Facebook,Video,Female,18-24,Gaming,40,Campaign_40_Summer,04-03-2025,20-04-2025,53936.41,Female,16,United States,Laurenville,Art
49430,72,c598a,17-05-2025,01:35:52,Night,Impression,32,Facebook,Image,All,35-44,Travel,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Female,19,Germany,Jasonton,Health
49430,72,c598a,17-05-2025,01:35:52,Night,Impression,32,Facebook,Image,All,35-44,Travel,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Female,19,Germany,Jasonton,Lifestyle
49430,72,c598a,17-05-2025,01:35:52,Night,Impression,32,Facebook,Image,All,35-44,Travel,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Female,19,Germany,Jasonton,Food
2761,22,012d4,22-07-2025,17:53:24,Afternoon,Impression,30,Facebook,Stories,Male,35-44,Finance,30,Campaign_30_Winter,25-02-2025,10-05-2025,73911.29,Male,21,United States,Johnside,Finance
2761,22,012d4,22-07-2025,17:53:24,Afternoon,Impression,30,Facebook,Stories,Male,35-44,Finance,30,Campaign_30_Winter,25-02-2025,10-05-2025,73911.29,Male,21,United States,Johnside,Travel
3341,48,d47f3,11-07-2025,16:42:29,Afternoon,Impression,42,Facebook,Carousel,All,All,Finance,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Male,24,Mexico,New Rodney,Fitness
3341,48,d47f3,11-07-2025,16:42:29,Afternoon,Impression,42,Facebook,Carousel,All,All,Lifestyle,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Male,24,Mexico,New Rodney,Fitness
3341,48,d47f3,11-07-2025,16:42:29,Afternoon,Impression,42,Facebook,Carousel,All,All,Finance,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Male,24,Mexico,New Rodney,Lifestyle
3341,48,d47f3,11-07-2025,16:42:29,Afternoon,Impression,42,Facebook,Carousel,All,All,Lifestyle,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Male,24,Mexico,New Rodney,Lifestyle
3341,48,d47f3,11-07-2025,16:42:29,Afternoon,Impression,42,Facebook,Carousel,All,All,Finance,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Male,24,Mexico,New Rodney,Photography
3341,48,d47f3,11-07-2025,16:42:29,Afternoon,Impression,42,Facebook,Carousel,All,All,Lifestyle,42,Campaign_42_Summer,08-06-2025,25-07-2025,7918.04,Male,24,Mexico,New Rodney,Photography
4835,82,20667,26-06-2025,23:47:53,Evening,Impression,24,Facebook,Stories,Female,18-24,Food,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Female,40,Japan,Berrychester,Travel
7474,110,a699b,07-07-2025,07:50:56,Morning,Like,23,Instagram,Image,Male,18-24,Fitness,23,Campaign_23_Winter,10-07-2025,02-10-2025,26001.67,Female,18,United Kingdom,Karenport,Photography
7474,110,a699b,07-07-2025,07:50:56,Morning,Like,23,Instagram,Image,Male,18-24,Finance,23,Campaign_23_Winter,10-07-2025,02-10-2025,26001.67,Female,18,United Kingdom,Karenport,Photography
8090,185,6ff56,25-06-2025,02:32:56,Night,Impression,36,Instagram,Carousel,Female,All,Sports,36,Campaign_36_Q3,07-03-2025,13-05-2025,58801.99,Female,26,United States,Christopherfort,Finance
8090,185,6ff56,25-06-2025,02:32:56,Night,Impression,36,Instagram,Carousel,Female,All,Food,36,Campaign_36_Q3,07-03-2025,13-05-2025,58801.99,Female,26,United States,Christopherfort,Finance
8090,185,6ff56,25-06-2025,02:32:56,Night,Impression,36,Instagram,Carousel,Female,All,Sports,36,Campaign_36_Q3,07-03-2025,13-05-2025,58801.99,Female,26,United States,Christopherfort,Photography
8090,185,6ff56,25-06-2025,02:32:56,Night,Impression,36,Instagram,Carousel,Female,All,Food,36,Campaign_36_Q3,07-03-2025,13-05-2025,58801.99,Female,26,United States,Christopherfort,Photography
11259,9,fcaae,30-07-2025,15:15:38,Afternoon,Impression,49,Instagram,Stories,All,35-44,Fitness,49,Campaign_49_Winter,21-02-2025,17-05-2025,28962.34,Male,38,Brazil,Port Cassandra,Lifestyle
11259,9,fcaae,30-07-2025,15:15:38,Afternoon,Impression,49,Instagram,Stories,All,35-44,Lifestyle,49,Campaign_49_Winter,21-02-2025,17-05-2025,28962.34,Male,38,Brazil,Port Cassandra,Lifestyle
12661,59,7332b,28-06-2025,02:00:55,Night,Impression,31,Instagram,Stories,Male,18-24,Lifestyle,31,Campaign_31_Summer,27-05-2025,22-07-2025,72208.34,Female,20,France,East Sierrafort,Travel
12661,59,7332b,28-06-2025,02:00:55,Night,Impression,31,Instagram,Stories,Male,18-24,Lifestyle,31,Campaign_31_Summer,27-05-2025,22-07-2025,72208.34,Female,20,France,East Sierrafort,Lifestyle
12661,59,7332b,28-06-2025,02:00:55,Night,Impression,31,Instagram,Stories,Male,18-24,Lifestyle,31,Campaign_31_Summer,27-05-2025,22-07-2025,72208.34,Female,20,France,East Sierrafort,News
16446,64,20d08,23-06-2025,04:42:19,Night,Impression,33,Facebook,Stories,Female,18-24,News,33,Campaign_33_Summer,08-04-2025,04-07-2025,59264.68,Female,28,India,Lisaport,Finance
16446,64,20d08,23-06-2025,04:42:19,Night,Impression,33,Facebook,Stories,Female,18-24,News,33,Campaign_33_Summer,08-04-2025,04-07-2025,59264.68,Female,28,India,Lisaport,News
16446,64,20d08,23-06-2025,04:42:19,Night,Impression,33,Facebook,Stories,Female,18-24,News,33,Campaign_33_Summer,08-04-2025,04-07-2025,59264.68,Female,28,India,Lisaport,Health
21457,37,7332b,15-06-2025,02:58:19,Night,Impression,46,Facebook,Carousel,All,35-44,Gaming,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,20,France,East Sierrafort,Travel
21457,37,7332b,15-06-2025,02:58:19,Night,Impression,46,Facebook,Carousel,All,35-44,Travel,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,20,France,East Sierrafort,Travel
21457,37,7332b,15-06-2025,02:58:19,Night,Impression,46,Facebook,Carousel,All,35-44,Gaming,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,20,France,East Sierrafort,Lifestyle
21457,37,7332b,15-06-2025,02:58:19,Night,Impression,46,Facebook,Carousel,All,35-44,Travel,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,20,France,East Sierrafort,Lifestyle
21457,37,7332b,15-06-2025,02:58:19,Night,Impression,46,Facebook,Carousel,All,35-44,Gaming,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,20,France,East Sierrafort,News
21457,37,7332b,15-06-2025,02:58:19,Night,Impression,46,Facebook,Carousel,All,35-44,Travel,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,20,France,East Sierrafort,News
28431,69,76046,15-05-2025,02:38:30,Night,Impression,13,Facebook,Stories,Female,18-24,Health,13,Campaign_13_Winter,19-04-2025,01-07-2025,21855.42,Other,30,Canada,Port Katie,Health
28431,69,76046,15-05-2025,02:38:30,Night,Impression,13,Facebook,Stories,Female,18-24,Health,13,Campaign_13_Winter,19-04-2025,01-07-2025,21855.42,Other,30,Canada,Port Katie,Art
29076,92,e5799,31-07-2025,17:48:00,Afternoon,Impression,4,Facebook,Carousel,Female,35-44,Gaming,4,Campaign_4_Summer,04-06-2025,08-08-2025,45326.6,Other,39,United States,Hoganburgh,Gaming
30858,45,b6ae8,12-07-2025,03:10:46,Night,Impression,38,Facebook,Carousel,Female,All,Sports,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Female,27,Australia,Lake Jenniferville,Fitness
30858,45,b6ae8,12-07-2025,03:10:46,Night,Impression,38,Facebook,Carousel,Female,All,Gaming,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Female,27,Australia,Lake Jenniferville,Fitness
32909,66,25864,09-07-2025,02:01:18,Night,Impression,22,Facebook,Video,All,All,Photography,22,Campaign_22_Q3,17-03-2025,22-04-2025,35743.4,Male,20,United Kingdom,Ashleyshire,Food
32909,66,25864,09-07-2025,02:01:18,Night,Impression,22,Facebook,Video,All,All,Finance,22,Campaign_22_Q3,17-03-2025,22-04-2025,35743.4,Male,20,United Kingdom,Ashleyshire,Food
41109,107,8416b,09-07-2025,22:11:21,Evening,Impression,25,Instagram,Carousel,All,25-34,Fashion,25,Campaign_25_Winter,07-06-2025,04-09-2025,52725.49,Male,22,Mexico,Gallagherbury,News
41109,107,8416b,09-07-2025,22:11:21,Evening,Impression,25,Instagram,Carousel,All,25-34,Fashion,25,Campaign_25_Winter,07-06-2025,04-09-2025,52725.49,Male,22,Mexico,Gallagherbury,Technology
41109,107,8416b,09-07-2025,22:11:21,Evening,Impression,25,Instagram,Carousel,All,25-34,Fashion,25,Campaign_25_Winter,07-06-2025,04-09-2025,52725.49,Male,22,Mexico,Gallagherbury,Health
42022,17,0232d,09-07-2025,08:00:45,Morning,Impression,48,Instagram,Image,All,35-44,Sports,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Male,39,United States,Michelleshire,Food
42022,17,0232d,09-07-2025,08:00:45,Morning,Impression,48,Instagram,Image,All,35-44,Travel,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Male,39,United States,Michelleshire,Food
42022,17,0232d,09-07-2025,08:00:45,Morning,Impression,48,Instagram,Image,All,35-44,Sports,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Male,39,United States,Michelleshire,News
42022,17,0232d,09-07-2025,08:00:45,Morning,Impression,48,Instagram,Image,All,35-44,Travel,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Male,39,United States,Michelleshire,News
42022,17,0232d,09-07-2025,08:00:45,Morning,Impression,48,Instagram,Image,All,35-44,Sports,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Male,39,United States,Michelleshire,Gaming
42022,17,0232d,09-07-2025,08:00:45,Morning,Impression,48,Instagram,Image,All,35-44,Travel,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Male,39,United States,Michelleshire,Gaming
4318,157,cbbe0,04-06-2025,06:22:15,Morning,Impression,32,Instagram,Stories,Male,All,News,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Male,28,Brazil,New Williambury,Technology
4318,157,cbbe0,04-06-2025,06:22:15,Morning,Impression,32,Instagram,Stories,Male,All,Sports,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Male,28,Brazil,New Williambury,Technology
13138,133,9027c,06-07-2025,15:32:07,Afternoon,Impression,30,Facebook,Video,Male,All,Technology,30,Campaign_30_Winter,25-02-2025,10-05-2025,73911.29,Female,36,Japan,Stephaniemouth,Food
13138,133,9027c,06-07-2025,15:32:07,Afternoon,Impression,30,Facebook,Video,Male,All,Health,30,Campaign_30_Winter,25-02-2025,10-05-2025,73911.29,Female,36,Japan,Stephaniemouth,Food
22592,38,d47f3,16-07-2025,14:56:23,Afternoon,Like,2,Facebook,Stories,Male,25-34,Finance,2,Campaign_2_Launch,16-04-2025,07-07-2025,79342.41,Male,24,Mexico,New Rodney,Fitness
22592,38,d47f3,16-07-2025,14:56:23,Afternoon,Like,2,Facebook,Stories,Male,25-34,Technology,2,Campaign_2_Launch,16-04-2025,07-07-2025,79342.41,Male,24,Mexico,New Rodney,Fitness
22592,38,d47f3,16-07-2025,14:56:23,Afternoon,Like,2,Facebook,Stories,Male,25-34,Finance,2,Campaign_2_Launch,16-04-2025,07-07-2025,79342.41,Male,24,Mexico,New Rodney,Lifestyle
22592,38,d47f3,16-07-2025,14:56:23,Afternoon,Like,2,Facebook,Stories,Male,25-34,Technology,2,Campaign_2_Launch,16-04-2025,07-07-2025,79342.41,Male,24,Mexico,New Rodney,Lifestyle
22592,38,d47f3,16-07-2025,14:56:23,Afternoon,Like,2,Facebook,Stories,Male,25-34,Finance,2,Campaign_2_Launch,16-04-2025,07-07-2025,79342.41,Male,24,Mexico,New Rodney,Photography
22592,38,d47f3,16-07-2025,14:56:23,Afternoon,Like,2,Facebook,Stories,Male,25-34,Technology,2,Campaign_2_Launch,16-04-2025,07-07-2025,79342.41,Male,24,Mexico,New Rodney,Photography
22924,6,53afb,14-07-2025,16:52:07,Afternoon,Impression,33,Facebook,Video,Male,25-34,Finance,33,Campaign_33_Summer,08-04-2025,04-07-2025,59264.68,Male,31,India,Chambersport,Travel
22924,6,53afb,14-07-2025,16:52:07,Afternoon,Impression,33,Facebook,Video,Male,25-34,Health,33,Campaign_33_Summer,08-04-2025,04-07-2025,59264.68,Male,31,India,Chambersport,Travel
23332,88,1b86d,08-07-2025,23:12:43,Evening,Comment,20,Facebook,Image,Female,25-34,News,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,24,Australia,Rasmussenberg,Fashion
23332,88,1b86d,08-07-2025,23:12:43,Evening,Comment,20,Facebook,Image,Female,25-34,Travel,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,24,Australia,Rasmussenberg,Fashion
23332,88,1b86d,08-07-2025,23:12:43,Evening,Comment,20,Facebook,Image,Female,25-34,News,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,24,Australia,Rasmussenberg,Gaming
23332,88,1b86d,08-07-2025,23:12:43,Evening,Comment,20,Facebook,Image,Female,25-34,Travel,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,24,Australia,Rasmussenberg,Gaming
23332,88,1b86d,08-07-2025,23:12:43,Evening,Comment,20,Facebook,Image,Female,25-34,News,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,24,Australia,Rasmussenberg,Finance
23332,88,1b86d,08-07-2025,23:12:43,Evening,Comment,20,Facebook,Image,Female,25-34,Travel,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,24,Australia,Rasmussenberg,Finance
24315,64,98315,10-05-2025,11:38:08,Morning,Impression,33,Facebook,Stories,Female,18-24,News,33,Campaign_33_Summer,08-04-2025,04-07-2025,59264.68,Male,20,Mexico,Olsonchester,Sports
24315,64,98315,10-05-2025,11:38:08,Morning,Impression,33,Facebook,Stories,Female,18-24,News,33,Campaign_33_Summer,08-04-2025,04-07-2025,59264.68,Male,20,Mexico,Olsonchester,Food
27984,88,98315,09-05-2025,18:23:38,Evening,Impression,20,Facebook,Image,Female,25-34,News,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Male,20,Mexico,Olsonchester,Sports
27984,88,98315,09-05-2025,18:23:38,Evening,Impression,20,Facebook,Image,Female,25-34,Travel,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Male,20,Mexico,Olsonchester,Sports
27984,88,98315,09-05-2025,18:23:38,Evening,Impression,20,Facebook,Image,Female,25-34,News,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Male,20,Mexico,Olsonchester,Food
27984,88,98315,09-05-2025,18:23:38,Evening,Impression,20,Facebook,Image,Female,25-34,Travel,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Male,20,Mexico,Olsonchester,Food
45365,34,569f4,20-06-2025,01:55:35,Night,Impression,26,Instagram,Stories,Female,35-44,Sports,26,Campaign_26_Winter,01-04-2025,17-06-2025,44538.87,Female,32,Australia,Frostton,Gaming
45365,34,569f4,20-06-2025,01:55:35,Night,Impression,26,Instagram,Stories,Female,35-44,Technology,26,Campaign_26_Winter,01-04-2025,17-06-2025,44538.87,Female,32,Australia,Frostton,Gaming
3270,146,2.00E+61,20-06-2025,08:16:03,Morning,Impression,4,Facebook,Video,Female,All,Gaming,4,Campaign_4_Summer,04-06-2025,08-08-2025,45326.6,Male,24,India,East Douglas,Technology
3270,146,2.00E+61,20-06-2025,08:16:03,Morning,Impression,4,Facebook,Video,Female,All,Gaming,4,Campaign_4_Summer,04-06-2025,08-08-2025,45326.6,Male,24,India,East Douglas,Health
3270,146,2.00E+61,20-06-2025,08:16:03,Morning,Impression,4,Facebook,Video,Female,All,Gaming,4,Campaign_4_Summer,04-06-2025,08-08-2025,45326.6,Male,24,India,East Douglas,Travel
3620,153,850d4,05-07-2025,05:47:04,Night,Impression,46,Facebook,Video,All,18-24,Photography,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,27,India,West Lorimouth,Food
3620,153,850d4,05-07-2025,05:47:04,Night,Impression,46,Facebook,Video,All,18-24,Photography,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,27,India,West Lorimouth,Health
3620,153,850d4,05-07-2025,05:47:04,Night,Impression,46,Facebook,Video,All,18-24,Photography,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,27,India,West Lorimouth,Fitness
11263,177,3114c,11-07-2025,14:43:36,Afternoon,Impression,46,Instagram,Carousel,Female,35-44,Travel,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,49,Canada,Port Maurice,Food
11263,177,3114c,11-07-2025,14:43:36,Afternoon,Impression,46,Instagram,Carousel,Female,35-44,Travel,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,49,Canada,Port Maurice,News
11263,177,3114c,11-07-2025,14:43:36,Afternoon,Impression,46,Instagram,Carousel,Female,35-44,Travel,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Female,49,Canada,Port Maurice,Finance
14365,22,0d788,15-06-2025,08:54:17,Morning,Impression,30,Facebook,Stories,Male,35-44,Finance,30,Campaign_30_Winter,25-02-2025,10-05-2025,73911.29,Female,29,France,New Josephtown,Food
14365,22,0d788,15-06-2025,08:54:17,Morning,Impression,30,Facebook,Stories,Male,35-44,Finance,30,Campaign_30_Winter,25-02-2025,10-05-2025,73911.29,Female,29,France,New Josephtown,Sports
14365,22,0d788,15-06-2025,08:54:17,Morning,Impression,30,Facebook,Stories,Male,35-44,Finance,30,Campaign_30_Winter,25-02-2025,10-05-2025,73911.29,Female,29,France,New Josephtown,Finance
28131,128,76046,02-08-2025,02:10:16,Night,Impression,41,Instagram,Carousel,Male,18-24,Fitness,41,Campaign_41_Winter,02-04-2025,12-06-2025,85220.35,Other,30,Canada,Port Katie,Health
28131,128,76046,02-08-2025,02:10:16,Night,Impression,41,Instagram,Carousel,Male,18-24,Art,41,Campaign_41_Winter,02-04-2025,12-06-2025,85220.35,Other,30,Canada,Port Katie,Health
28131,128,76046,02-08-2025,02:10:16,Night,Impression,41,Instagram,Carousel,Male,18-24,Fitness,41,Campaign_41_Winter,02-04-2025,12-06-2025,85220.35,Other,30,Canada,Port Katie,Art
28131,128,76046,02-08-2025,02:10:16,Night,Impression,41,Instagram,Carousel,Male,18-24,Art,41,Campaign_41_Winter,02-04-2025,12-06-2025,85220.35,Other,30,Canada,Port Katie,Art
35948,169,20d08,24-05-2025,03:15:39,Night,Impression,17,Facebook,Video,Female,All,Art,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,28,India,Lisaport,Finance
35948,169,20d08,24-05-2025,03:15:39,Night,Impression,17,Facebook,Video,Female,All,Art,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,28,India,Lisaport,News
35948,169,20d08,24-05-2025,03:15:39,Night,Impression,17,Facebook,Video,Female,All,Art,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,28,India,Lisaport,Health
3676,178,2190e,08-05-2025,05:06:06,Night,Impression,24,Facebook,Stories,All,18-24,Art,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Female,16,United States,North Michelle,Fitness
3676,178,2190e,08-05-2025,05:06:06,Night,Impression,24,Facebook,Stories,All,18-24,Art,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Female,16,United States,North Michelle,Lifestyle
3676,178,2190e,08-05-2025,05:06:06,Night,Impression,24,Facebook,Stories,All,18-24,Art,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Female,16,United States,North Michelle,Photography
4642,17,a699b,25-07-2025,02:12:51,Night,Like,48,Instagram,Image,All,35-44,Sports,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Female,18,United Kingdom,Karenport,Photography
4642,17,a699b,25-07-2025,02:12:51,Night,Like,48,Instagram,Image,All,35-44,Travel,48,Campaign_48_Winter,08-04-2025,01-06-2025,13842.07,Female,18,United Kingdom,Karenport,Photography
5885,14,88782,07-06-2025,14:43:37,Afternoon,Impression,21,Instagram,Image,Female,35-44,Finance,21,Campaign_21_Winter,19-04-2025,22-06-2025,37290.81,Male,23,United States,Jennychester,News
5885,14,88782,07-06-2025,14:43:37,Afternoon,Impression,21,Instagram,Image,Female,35-44,Lifestyle,21,Campaign_21_Winter,19-04-2025,22-06-2025,37290.81,Male,23,United States,Jennychester,News
5885,14,88782,07-06-2025,14:43:37,Afternoon,Impression,21,Instagram,Image,Female,35-44,Finance,21,Campaign_21_Winter,19-04-2025,22-06-2025,37290.81,Male,23,United States,Jennychester,Finance
5885,14,88782,07-06-2025,14:43:37,Afternoon,Impression,21,Instagram,Image,Female,35-44,Lifestyle,21,Campaign_21_Winter,19-04-2025,22-06-2025,37290.81,Male,23,United States,Jennychester,Finance
11105,150,47fd3,03-07-2025,15:54:04,Afternoon,Impression,24,Facebook,Carousel,All,All,Sports,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Male,21,Brazil,South Michael,Photography
11105,150,47fd3,03-07-2025,15:54:04,Afternoon,Impression,24,Facebook,Carousel,All,All,Sports,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Male,21,Brazil,South Michael,Gaming
31705,174,57796,10-07-2025,16:23:27,Afternoon,Impression,27,Facebook,Carousel,Female,35-44,Travel,27,Campaign_27_Q3,13-02-2025,02-04-2025,12986.3,Male,22,Canada,Hodgesstad,Food
31705,174,57796,10-07-2025,16:23:27,Afternoon,Impression,27,Facebook,Carousel,Female,35-44,Finance,27,Campaign_27_Q3,13-02-2025,02-04-2025,12986.3,Male,22,Canada,Hodgesstad,Food
31705,174,57796,10-07-2025,16:23:27,Afternoon,Impression,27,Facebook,Carousel,Female,35-44,Travel,27,Campaign_27_Q3,13-02-2025,02-04-2025,12986.3,Male,22,Canada,Hodgesstad,Sports
31705,174,57796,10-07-2025,16:23:27,Afternoon,Impression,27,Facebook,Carousel,Female,35-44,Finance,27,Campaign_27_Q3,13-02-2025,02-04-2025,12986.3,Male,22,Canada,Hodgesstad,Sports
31705,174,57796,10-07-2025,16:23:27,Afternoon,Impression,27,Facebook,Carousel,Female,35-44,Travel,27,Campaign_27_Q3,13-02-2025,02-04-2025,12986.3,Male,22,Canada,Hodgesstad,Art
